 5500 3.50  1.60 -0.11  0.315  0.760  0.401  0.789  1.711  0.387  0.426  0.034   
 5750 3.50  1.47 -0.06  0.210  0.672  0.362  0.716  1.529  0.340  0.375  0.028   
 6000 3.50  1.33 -0.03  0.137  0.590  0.325  0.647  1.363  0.296  0.328  0.023   
 6250 3.50  1.21 -0.00  0.094  0.514  0.290  0.581  1.208  0.258  0.286  0.021   
 6500 3.50  1.08  0.02  0.076  0.446  0.257  0.516  1.062  0.221  0.246  0.019   
 6750 3.50  0.96  0.03  0.075  0.386  0.224  0.452  0.924  0.187  0.210  0.018   
 7000 3.50  0.84  0.05  0.086  0.333  0.193  0.389  0.792  0.154  0.176  0.017   
 7250 3.50  0.73  0.06  0.103  0.284  0.161  0.327  0.667  0.125  0.145  0.016   
 7500 3.50  0.61  0.06  0.120  0.238  0.131  0.267  0.549  0.098  0.117  0.016   
 7750 3.50  0.50  0.06  0.137  0.189  0.102  0.210  0.441  0.076  0.093  0.016   
 8000 3.50  0.40  0.05  0.148  0.138  0.075  0.159  0.346  0.057  0.073  0.016   
 8250 3.50  0.30  0.04  0.141  0.098  0.052  0.115  0.262  0.041  0.055  0.015   
 8500 3.50  0.20  0.01  0.120  0.064  0.034  0.079  0.189  0.028  0.039  0.015   
 8750 3.50  0.10 -0.02  0.093  0.034  0.019  0.049  0.127  0.017  0.026  0.014   
 9000 3.50  0.01 -0.07  0.060  0.010  0.007  0.026  0.076  0.010  0.015  0.012    
 9250 3.50 -0.08 -0.11  0.025 -0.011 -0.002  0.007  0.031  0.004  0.005  0.010    
 9500 3.50 -0.17 -0.16 -0.012 -0.030 -0.009 -0.008 -0.009 -0.003 -0.005  0.007    
 9750 3.50 -0.25 -0.21 -0.049 -0.045 -0.015 -0.021 -0.045 -0.007 -0.013  0.005    
10000 3.50 -0.34 -0.26 -0.087 -0.057 -0.020 -0.032 -0.077 -0.011 -0.021  0.002    
10250 3.50 -0.41 -0.31 -0.125 -0.067 -0.024 -0.041 -0.106 -0.014 -0.028  0.000    
10500 3.50 -0.49 -0.36 -0.162 -0.076 -0.027 -0.048 -0.133 -0.018 -0.035 -0.003    
10750 3.50 -0.57 -0.41 -0.198 -0.084 -0.029 -0.055 -0.158 -0.021 -0.041 -0.005    
11000 3.50 -0.64 -0.46 -0.233 -0.090 -0.031 -0.061 -0.181 -0.024 -0.047 -0.007    
11250 3.50 -0.71 -0.50 -0.267 -0.096 -0.033 -0.067 -0.203 -0.026 -0.052 -0.009    
11500 3.50 -0.78 -0.55 -0.300 -0.102 -0.035 -0.072 -0.223 -0.029 -0.057 -0.011    
11750 3.50 -0.84 -0.60 -0.330 -0.107 -0.037 -0.077 -0.242 -0.032 -0.062 -0.013    
12000 3.50 -0.91 -0.65 -0.359 -0.111 -0.039 -0.082 -0.260 -0.034 -0.066 -0.014    
12250 3.50 -0.98 -0.70 -0.387 -0.116 -0.041 -0.087 -0.277 -0.036 -0.070 -0.016    
12500 3.50 -1.04 -0.75 -0.413 -0.120 -0.043 -0.092 -0.293 -0.038 -0.074 -0.017    
12750 3.50 -1.10 -0.79 -0.437 -0.125 -0.044 -0.096 -0.309 -0.041 -0.078 -0.019    
13000 3.50 -1.16 -0.84 -0.460 -0.129 -0.046 -0.101 -0.324 -0.042 -0.081 -0.020    
 3500 4.00  2.77 -1.70  1.284  1.425  0.857  1.908  4.476  0.839  1.051  0.230   
 3750 4.00  2.67 -1.33  1.362  1.415  0.829  1.713  3.999  0.876  1.020  0.152   
 4000 4.00  2.53 -1.03  1.381  1.352  0.798  1.539  3.558  0.853  0.954  0.101   
 4250 4.00  2.37 -0.76  1.250  1.245  0.736  1.373  3.130  0.769  0.849  0.078   
 4500 4.00  2.20 -0.55  1.023  1.127  0.648  1.215  2.753  0.671  0.738  0.066   
 4750 4.00  2.04 -0.39  0.806  1.025  0.566  1.077  2.430  0.584  0.641  0.056   
 5000 4.00  1.89 -0.27  0.617  0.936  0.500  0.964  2.156  0.509  0.558  0.048   
 5250 4.00  1.74 -0.18  0.448  0.849  0.448  0.872  1.921  0.446  0.488  0.040   
 5500 4.00  1.60 -0.12  0.302  0.762  0.404  0.793  1.718  0.391  0.429  0.032   
 5750 4.00  1.47 -0.07  0.186  0.677  0.365  0.721  1.537  0.345  0.378  0.026   
 6000 4.00  1.34 -0.04  0.103  0.598  0.328  0.654  1.372  0.303  0.332  0.022   
 6250 4.00  1.21 -0.01  0.048  0.525  0.295  0.590  1.221  0.264  0.289  0.019   
 6500 4.00  1.08  0.00  0.019  0.459  0.263  0.529  1.079  0.229  0.251  0.017   
 6750 4.00  0.96  0.02  0.011  0.401  0.232  0.469  0.946  0.195  0.215  0.015   
 7000 4.00  0.85  0.03  0.018  0.350  0.202  0.409  0.817  0.164  0.182  0.013   
 7250 4.00  0.73  0.04  0.034  0.305  0.173  0.349  0.695  0.134  0.151  0.013   
 7500 4.00  0.62  0.04  0.052  0.264  0.144  0.291  0.579  0.107  0.123  0.012   
 7750 4.00  0.51  0.04  0.070  0.224  0.116  0.235  0.470  0.083  0.098  0.012   
 8000 4.00  0.41  0.04  0.086  0.183  0.089  0.182  0.370  0.062  0.076  0.011   
 8250 4.00  0.31  0.02  0.098  0.139  0.064  0.135  0.283  0.044  0.058  0.012   
 8500 4.00  0.21  0.00  0.095  0.101  0.043  0.095  0.207  0.031  0.043  0.011   
 8750 4.00  0.11 -0.03  0.080  0.071  0.026  0.061  0.141  0.019  0.029  0.011   
 9000 4.00  0.02 -0.07  0.056  0.045  0.013  0.035  0.085  0.010  0.017  0.010    
 9250 4.00 -0.07 -0.11  0.029  0.021  0.002  0.013  0.038  0.003  0.007  0.008    
 9500 4.00 -0.16 -0.16 -0.001  0.000 -0.007 -0.006 -0.004 -0.003 -0.002  0.006    
 9750 4.00 -0.25 -0.21 -0.033 -0.017 -0.014 -0.021 -0.041 -0.009 -0.011  0.004    
10000 4.00 -0.33 -0.26 -0.066 -0.033 -0.020 -0.033 -0.075 -0.013 -0.019  0.002    
10250 4.00 -0.41 -0.31 -0.101 -0.046 -0.024 -0.044 -0.105 -0.017 -0.026 -0.001    
10500 4.00 -0.49 -0.36 -0.135 -0.057 -0.028 -0.053 -0.133 -0.020 -0.033 -0.003    
10750 4.00 -0.57 -0.41 -0.170 -0.067 -0.031 -0.060 -0.159 -0.024 -0.040 -0.005    
11000 4.00 -0.64 -0.46 -0.204 -0.076 -0.034 -0.067 -0.183 -0.027 -0.046 -0.007    
11250 4.00 -0.71 -0.51 -0.236 -0.083 -0.037 -0.074 -0.205 -0.029 -0.051 -0.009    
11500 4.00 -0.78 -0.56 -0.268 -0.089 -0.039 -0.079 -0.226 -0.032 -0.056 -0.011    
