274
0.00000000000000E+00	0.00000000000000E+00
3.06087431296848E-02	0.00000000000000E+00
3.23231098967733E-02	1.03560902000000E-06
3.41078564274772E-02	2.12461757000000E-06
3.59647157344067E-02	3.31966905000000E-06
3.78952749725594E-02	4.69374441000000E-06
3.99009462373544E-02	6.11911581000000E-06
4.19829489874882E-02	7.67215091000000E-06
4.41422541855420E-02	9.46506184000000E-06
4.63796142493137E-02	1.13152568000000E-05
4.86952484303145E-02	1.32358587000000E-05
5.10889571116100E-02	1.57095494000000E-05
5.35601176936798E-02	1.84463776000000E-05
5.61079500605524E-02	2.11278229000000E-05
5.87309677583822E-02	2.45326709000000E-05
6.14270232484578E-02	2.82875456000000E-05
6.41935290627365E-02	3.29870723000000E-05
6.70279944831203E-02	3.74457871000000E-05
6.99273335750069E-02	4.07122862000000E-05
7.28885873720834E-02	4.62976696000000E-05
7.59092425873097E-02	5.20078664000000E-05
7.89865071136537E-02	5.91607962000000E-05
8.21179651149756E-02	6.64038073000000E-05
8.53016492174522E-02	7.40688921000000E-05
8.85353501201564E-02	8.26777433000000E-05
9.18179071526262E-02	9.01481318000000E-05
9.51488718980296E-02	1.01556617000000E-04
9.85278457077669E-02	1.11329452000000E-04
1.01954995855395E-01	1.23489203000000E-04
1.05430019604858E-01	1.34223821000000E-04
1.08953310021536E-01	1.49862938000000E-04
1.12524782149913E-01	1.65294511000000E-04
1.16144832667955E-01	1.82218623000000E-04
1.19813587075005E-01	1.96250173000000E-04
1.23531167383783E-01	2.16537820000000E-04
1.27297941555142E-01	2.33560184000000E-04
1.31113866772068E-01	2.57754430000000E-04
1.34979309917985E-01	2.83731764000000E-04
1.38893976643873E-01	3.11972239000000E-04
1.42858254099493E-01	3.42210476000000E-04
1.46871801534422E-01	3.72377403000000E-04
1.50934894891317E-01	4.07815582000000E-04
1.55047084557524E-01	4.46070300000000E-04
1.59208945386608E-01	4.83694952000000E-04
1.63420413984368E-01	5.28265366000000E-04
1.67682527904776E-01	5.76832060000000E-04
1.71995251898098E-01	6.28788844000000E-04
1.76359507088862E-01	6.87215969000000E-04
1.80775541714245E-01	7.31269438000000E-04
1.85244057772191E-01	7.91750663000000E-04
1.89765124506015E-01	8.60156106000000E-04
1.94339246931319E-01	9.31882497000000E-04
1.98966375522673E-01	1.01422210000000E-03
2.03646683413643E-01	1.09487290000000E-03
2.08380305643859E-01	1.19104177000000E-03
2.13166854399094E-01	1.29379433000000E-03
2.18006554399049E-01	1.38530472000000E-03
2.22898652384497E-01	1.49360678000000E-03
2.27843810291496E-01	1.62234697000000E-03
2.32840888447304E-01	1.75235619000000E-03
2.37890161106523E-01	1.88722002000000E-03
2.42990432808308E-01	2.04594543000000E-03
2.48141460621243E-01	2.20533571000000E-03
2.53342668840594E-01	2.35087682000000E-03
2.58593031506927E-01	2.54416752000000E-03
2.63892437858467E-01	2.70203446000000E-03
2.69239058427508E-01	2.92375275000000E-03
2.74633455214402E-01	3.10363549000000E-03
2.80072044286885E-01	3.30215586000000E-03
2.85550539512236E-01	3.50380017000000E-03
2.91071126809035E-01	3.77267146000000E-03
2.96633093420448E-01	4.09465440000000E-03
3.02236306100079E-01	4.38652396000000E-03
3.07877847794045E-01	4.74753036000000E-03
3.13556694699286E-01	5.07069706000000E-03
3.19270837537097E-01	5.43218162000000E-03
3.25017612269551E-01	5.76009809000000E-03
3.30796576428599E-01	6.16250369000000E-03
3.36604595762978E-01	6.55467243000000E-03
3.42440495313758E-01	7.01228186000000E-03
3.48303015230878E-01	7.58383077000000E-03
3.54189598733420E-01	8.12224024000000E-03
3.60100450134658E-01	8.74411641000000E-03
3.66033233307387E-01	9.39014687000000E-03
3.71985852685458E-01	9.95372460000000E-03
3.77958402943158E-01	1.05237583000000E-02
3.83948131088593E-01	1.12427525000000E-02
3.89953793884671E-01	1.18986907000000E-02
3.95974779243267E-01	1.27599789000000E-02
4.02008101969434E-01	1.36601554000000E-02
4.08053421051316E-01	1.44748525000000E-02
4.14109290497019E-01	1.53617936000000E-02
4.20172824123255E-01	1.64164644000000E-02
4.26244087837111E-01	1.74955044000000E-02
4.32321132726986E-01	1.86154675000000E-02
4.38401019929215E-01	1.95824230000000E-02
4.44484046454379E-01	2.06325693000000E-02
4.50568118430173E-01	2.15992910000000E-02
4.56650284700327E-01	2.27154235000000E-02
4.62730863978084E-01	2.39784209000000E-02
4.68807599110961E-01	2.51417218000000E-02
4.74877279649717E-01	2.65699313000000E-02
4.80939457931676E-01	2.79833292000000E-02
4.86992084905825E-01	2.95619029000000E-02
4.93031905778650E-01	3.07934510000000E-02
4.99057600911060E-01	3.23482538000000E-02
5.05067958235499E-01	3.38076442000000E-02
5.11059609387548E-01	3.53054629000000E-02
5.17030276200405E-01	3.71963153000000E-02
5.22980142977455E-01	3.91327325000000E-02
5.28906172264823E-01	4.10824526000000E-02
