110
0.00000000000000E+00  0.00000000000000E+00
1.36988691237633E-01  0.00000000000000E+00
1.42004896071724E-01  0.00000000000000E+00
1.47203515658470E-01  3.14696235000000E-05
1.52590024404666E-01  6.67557990000000E-05
1.58170210937314E-01  1.07260643000000E-04
1.63948970358354E-01  1.53890566000000E-04
1.69931059488770E-01  2.07693938000000E-04
1.76121345337580E-01  2.69884498000000E-04
1.82524831648268E-01  3.41862797000000E-04
1.89145427891025E-01  4.25236377000000E-04
1.95986691901486E-01  5.21846339000000E-04
2.03051718431274E-01  6.33798270000000E-04
2.10343119820357E-01  7.63492928000000E-04
2.17862888690022E-01  9.13658759000000E-04
2.25612414072134E-01  1.08738651000000E-03
2.33592415111476E-01  1.28816471000000E-03
2.41802775815649E-01  1.51991505000000E-03
2.50242594573752E-01  1.78702890000000E-03
2.58910090064592E-01  2.09440332000000E-03
2.67802595293152E-01  2.44747419000000E-03
2.76916365100513E-01  2.85224584000000E-03
2.86246689057703E-01  3.31531941000000E-03
2.95787852297123E-01  3.84391501000000E-03
3.05532960367267E-01  4.44588561000000E-03
3.15474134202698E-01  5.12972743000000E-03
3.25602415212043E-01  5.90458126000000E-03
3.35907815362303E-01  6.78022068000000E-03
3.46379216737740E-01  7.76705920000000E-03
3.57006020105516E-01  8.87619350000000E-03
3.67777708863374E-01  1.01193353000000E-02
3.78680873099384E-01  1.15086217000000E-02
3.89701291174113E-01  1.30565400000000E-02
4.00823821364742E-01  1.47760377000000E-02
4.12036840131440E-01  1.66805994000000E-02
4.23326448486999E-01  1.87838898000000E-02
4.34676324106604E-01  2.10993658000000E-02
4.46069475787018E-01  2.36406359000000E-02
4.57496541927179E-01  2.64216841000000E-02
4.68940972451988E-01  2.94558933000000E-02
4.80385476127615E-01  3.27560346000000E-02
4.91819626987296E-01  3.63350458000000E-02
5.03229521067032E-01  4.02050127000000E-02
5.14597657818705E-01  4.43770111000000E-02
5.25916551237415E-01  4.88620563000000E-02
5.37171894152541E-01  5.36697175000000E-02
5.48348228153147E-01  5.88083800000000E-02
5.59441791150838E-01  6.42862720000000E-02
5.70435875849672E-01  7.01097123000000E-02
5.81324037342281E-01  7.62838930000000E-02
5.92096570205623E-01  8.28127606000000E-02
6.02741907462367E-01  8.96987272000000E-02
6.13257999959487E-01  9.69431896000000E-02
6.23629338963154E-01  1.04545964000000E-01
6.33860198379193E-01  1.12506327000000E-01
6.43935097239872E-01  1.20821561000000E-01
6.53857293668125E-01  1.29487538000000E-01
6.63614728028032E-01  1.38499068000000E-01
6.73210482537691E-01  1.47849544000000E-01
6.82634337005429E-01  1.57531424000000E-01
6.91890819015518E-01  1.67535831000000E-01
7.00969308645702E-01  1.77852998000000E-01
7.09877706483509E-01  1.88472265000000E-01
7.18603659662912E-01  1.99382145000000E-01
7.27159289086370E-01  2.10571752000000E-01
7.35533717653717E-01  2.22028337000000E-01
7.43734857999009E-01  2.33738580000000E-01
7.51758434628225E-01  2.45688664000000E-01
7.59606025528999E-01  2.57864293000000E-01
7.67281957975859E-01  2.70250736000000E-01
7.74778544341342E-01  2.82832733000000E-01
7.82111346292229E-01  2.95599811000000E-01
7.89273065381950E-01  3.08537324000000E-01
7.96268754169185E-01  3.21630428000000E-01
8.03103783643724E-01  3.34865721000000E-01
8.09772052567519E-01  3.48228212000000E-01
8.16288553561752E-01  3.61709955000000E-01
8.22651042688246E-01  3.75297349000000E-01
8.28857187659286E-01  3.88976158000000E-01
8.34923522128071E-01  4.02742660000000E-01
8.40845692936044E-01  4.16584459000000E-01
8.46624448713220E-01  4.30490202000000E-01
8.52275258444325E-01  4.44459741000000E-01
8.57794617826356E-01  4.58483045000000E-01
8.63183692089841E-01  4.72552874000000E-01
8.68459555910487E-01  4.86675204000000E-01
8.73619531942272E-01  5.00843006000000E-01
8.78661692241660E-01  5.15051721000000E-01
8.83608410375521E-01  5.29317266000000E-01
8.88457939471388E-01  5.43641815000000E-01
8.93208490077935E-01  5.58023974000000E-01
8.97879809549962E-01  5.72485446000000E-01
9.02475780791120E-01  5.87040950000000E-01
9.06995824429468E-01  6.01702181000000E-01
9.11460940124582E-01  6.16503248000000E-01
9.15877182114642E-01  6.31474227000000E-01
9.20247251250984E-01  6.46649373000000E-01
9.24600088276302E-01  6.62090819000000E-01
9.28940540390229E-01  6.77863474000000E-01
9.33289990160878E-01  6.94048824000000E-01
9.37673990648962E-01  7.10760628000000E-01
9.42114664445831E-01  7.28147642000000E-01
9.46660888571410E-01  7.46424042000000E-01
9.51357209221191E-01  7.65892390000000E-01
9.56286714679127E-01  7.87017083000000E-01
9.61571926837835E-01  8.10562163000000E-01
9.67416910829987E-01  8.37904078000000E-01
9.74242414744865E-01  8.72013932000000E-01
9.83137420607108E-01  9.21511697000000E-01
1.00000000000000E+00  1.00000000000000E+00
