93  
0.00000000000000E+00  0.00000000000000E+00
1.40000000000000E-01  0.00000000000000E+00
1.45096531204211E-01  5.78393778000000E-06
1.48370153254856E-01  1.21968295000000E-05
1.51700376337416E-01  1.93874616000000E-05
1.55088200435102E-01  2.74644421000000E-05
1.58534755411798E-01  3.65510243000000E-05
1.62041129019006E-01  4.67872228000000E-05
1.65608227998348E-01  5.83320717000000E-05
1.69237056494060E-01  7.13658598000000E-05
1.72928775727195E-01  8.60927654000000E-05
1.76684656878835E-01  1.02744513000000E-04
1.80505968574378E-01  1.21584564000000E-04
1.84394268531295E-01  1.42912326000000E-04
1.88351628910978E-01  1.67068106000000E-04
1.92379895086184E-01  1.94439873000000E-04
1.96480875979457E-01  2.25470173000000E-04
2.00656222548319E-01  2.60661630000000E-04
2.04908138423179E-01  3.00583734000000E-04
2.09238704260108E-01  3.45883066000000E-04
2.13649643287479E-01  3.97295470000000E-04
2.18142614271202E-01  4.55655588000000E-04
2.22720534267842E-01  5.21906357000000E-04
2.27384488059807E-01  5.97118528000000E-04
2.32135372902910E-01  6.82507946000000E-04
2.36975254995606E-01  7.79438249000000E-04
2.41905658482805E-01  8.89443599000000E-04
2.46927290334033E-01  1.01426614000000E-03
2.52042639829308E-01  1.15586840000000E-03
2.57252595534308E-01  1.31645953000000E-03
2.62557663225619E-01  1.49853928000000E-03
2.67960376201901E-01  1.70490738000000E-03
2.73460706011896E-01  1.93870674000000E-03
2.79060502422336E-01  2.20348385000000E-03
2.84760657810341E-01  2.50320553000000E-03
2.90561456965007E-01  2.84232291000000E-03
2.96464351064297E-01  3.22581528000000E-03
3.02468151224853E-01  3.65923401000000E-03
3.08575662312188E-01  4.14876690000000E-03
3.14785280736164E-01  4.70131133000000E-03
3.21099237740159E-01  5.32458170000000E-03
3.27516018467336E-01  6.02714085000000E-03
3.34036997409204E-01  6.81849450000000E-03
3.40660685054400E-01  7.70917084000000E-03
3.47389098177174E-01  8.71080824000000E-03
3.54220028655946E-01  9.83631062000000E-03
3.61155685880427E-01  1.10999441000000E-02
3.68192855383657E-01  1.25174234000000E-02
3.75334751455263E-01  1.41060270000000E-02
3.82578027373480E-01  1.58847480000000E-02
3.89925081585705E-01  1.78745129000000E-02
3.97374205111433E-01  2.00982012000000E-02
4.04925445166286E-01  2.25809146000000E-02
4.12579677334444E-01  2.53500443000000E-02
4.20333412520449E-01  2.84354595000000E-02
4.28192335045188E-01  3.18696245000000E-02
4.36152803047635E-01  3.56878897000000E-02
4.44216696434956E-01  3.99292626000000E-02
4.52386085926504E-01  4.46355021000000E-02
4.60657456828103E-01  4.98519264000000E-02
4.69038193027760E-01  5.56275995000000E-02
4.77526774366231E-01  6.20151618000000E-02
4.86121556205871E-01  6.90726583000000E-02
4.94831384570630E-01  7.68609854000000E-02
5.03653746072978E-01  8.54451167000000E-02
5.12588561402525E-01  9.48969114000000E-02
5.21643048319606E-01  1.05290230000000E-01
5.30815704913091E-01  1.16702929000000E-01
5.40107508744558E-01  1.29220017000000E-01
5.49527595661488E-01  1.42928280000000E-01
5.59076291123281E-01  1.57919512000000E-01
5.68754947381503E-01  1.74293815000000E-01
5.78578098085747E-01  1.92151708000000E-01
5.88549320434833E-01  2.11598903000000E-01
5.98673460164841E-01  2.32752841000000E-01
6.08964729906657E-01  2.55730274000000E-01
6.19433765105949E-01  2.80648685000000E-01
6.30092036895965E-01  3.07635977000000E-01
6.40961407593365E-01  3.36821613000000E-01
6.52062681755549E-01  3.68336666000000E-01
6.63420981041129E-01  4.02321283000000E-01
6.75088264681471E-01  4.38915830000000E-01
6.87106367710607E-01  4.78269703000000E-01
6.99551633066232E-01  5.20548815000000E-01
7.12522453190705E-01  5.65912819000000E-01
7.26138734156310E-01  6.14521319000000E-01
7.40605611912722E-01  6.66510128000000E-01
7.56179182469964E-01  7.21936397000000E-01
7.73298432085541E-01  7.80691908000000E-01
7.92666598512536E-01  8.42229356000000E-01
8.15543928360044E-01  9.04942231000000E-01
8.44657283848396E-01  9.64360458000000E-01
8.87853137806492E-01  1.00713916000000E+00
1.00000000000000E+00  1.00000000000000E+00
