293
0.00000000000000E+00	0.00000000000000E+00
5.08499816953837E-02	-1.73021014000000E-06
5.32507718950894E-02	-3.55885214000000E-06
5.57267385493832E-02	-5.63601221000000E-06
5.82786880423867E-02	-7.75469046000000E-06
6.09071920865587E-02	-9.62146433000000E-06
6.36126971267328E-02	-1.24656201000000E-05
6.63954659051487E-02	-1.53941185000000E-05
6.92555052752237E-02	-1.81787295000000E-05
7.21925061178774E-02	-2.15007469000000E-05
7.52059016372669E-02	-2.49934383000000E-05
7.82947364824957E-02	-2.85600080000000E-05
8.14576365984467E-02	-3.31757074000000E-05
8.46931618117386E-02	-3.76047228000000E-05
8.79995636787076E-02	-4.27686801000000E-05
9.13745390308558E-02	-4.87852187000000E-05
9.48154461544504E-02	-5.48387592000000E-05
9.83191565562093E-02	-6.13845681000000E-05
1.01882360836465E-01	-6.85070699000000E-05
1.05501771866045E-01	-7.62247596000000E-05
1.09173993941618E-01	-8.50160862000000E-05
1.12895772779080E-01	-9.33881722000000E-05
1.16663881442174E-01	-1.03080547000000E-04
1.20475404458082E-01	-1.13068742000000E-04
1.24327455112058E-01	-1.24330888000000E-04
1.28217380569524E-01	-1.34498447000000E-04
1.32142776996048E-01	-1.47662675000000E-04
1.36101543624935E-01	-1.59306328000000E-04
1.40092163556596E-01	-1.74689878000000E-04
1.44113580108926E-01	-1.88009380000000E-04
1.48165019987501E-01	-2.05848173000000E-04
1.52245886518935E-01	-2.24718017000000E-04
1.56355576712223E-01	-2.45168062000000E-04
1.60493546895177E-01	-2.66858847000000E-04
1.64659384482805E-01	-2.88859251000000E-04
1.68852719043151E-01	-3.15530757000000E-04
1.73073304552633E-01	-3.40426731000000E-04
1.77320787734521E-01	-3.69709847000000E-04
1.81594810026838E-01	-3.99646626000000E-04
1.85894866355362E-01	-4.29389282000000E-04
1.90220646070991E-01	-4.63612594000000E-04
1.94571754996855E-01	-4.98304760000000E-04
1.98947923282782E-01	-5.33044538000000E-04
2.03348729315646E-01	-5.74696604000000E-04
2.07773642133778E-01	-6.14487335000000E-04
2.12222254838664E-01	-6.55662154000000E-04
2.16693883561557E-01	-7.06734812000000E-04
2.21188139040627E-01	-7.55518357000000E-04
2.25704490706481E-01	-8.13204373000000E-04
2.30242482702315E-01	-8.73971222000000E-04
2.34801856548749E-01	-9.33136029000000E-04
2.39382314533784E-01	-1.00232884000000E-03
2.43983921799189E-01	-1.07501553000000E-03
2.48606555007483E-01	-1.15101332000000E-03
2.53250208296016E-01	-1.23282539000000E-03
2.57914904066232E-01	-1.31929231000000E-03
2.62600322717842E-01	-1.41067283000000E-03
2.67306476280763E-01	-1.50661797000000E-03
2.72033178013165E-01	-1.58496835000000E-03
2.76780192462500E-01	-1.68634794000000E-03
2.81547415262743E-01	-1.79437573000000E-03
2.86334251171513E-01	-1.88576548000000E-03
2.91140494393207E-01	-2.00270354000000E-03
2.95965840987050E-01	-2.14120417000000E-03
3.00809611649135E-01	-2.27784636000000E-03
3.05671565574916E-01	-2.43326044000000E-03
3.10551166720263E-01	-2.56338689000000E-03
3.15447901093064E-01	-2.73549860000000E-03
3.20361471615871E-01	-2.90711316000000E-03
3.25291018446352E-01	-3.09850570000000E-03
3.30236049258514E-01	-3.29238136000000E-03
3.35196200771618E-01	-3.49798444000000E-03
3.40170367283636E-01	-3.69383058000000E-03
3.45158090772313E-01	-3.88961901000000E-03
3.50158930577512E-01	-4.13558430000000E-03
3.55171791664028E-01	-4.33034308000000E-03
3.60196264878921E-01	-4.60171847000000E-03
3.65231721368106E-01	-4.82930842000000E-03
3.70277009506756E-01	-5.12371650000000E-03
3.75331678596188E-01	-5.38888489000000E-03
3.80395075987687E-01	-5.70929825000000E-03
3.85466000180937E-01	-6.00491607000000E-03
3.90543824441330E-01	-6.34228130000000E-03
3.95626656878623E-01	-6.63314481000000E-03
4.00688815229931E-01	-6.97841241000000E-03
4.05753631703927E-01	-7.30700331000000E-03
4.10843242084257E-01	-7.66650677000000E-03
4.15933070727449E-01	-8.11248903000000E-03
4.21023716134732E-01	-8.49912247000000E-03
4.26114385195967E-01	-8.91626237000000E-03
4.31203336689951E-01	-9.35372787000000E-03
4.36289719765936E-01	-9.84748197000000E-03
4.41372799302709E-01	-1.03154711000000E-02
4.46451000515518E-01	-1.07762358000000E-02
4.51523502925056E-01	-1.13116763000000E-02
4.56589976277372E-01	-1.18844223000000E-02
4.61649366441819E-01	-1.23781590000000E-02
4.66700710388129E-01	-1.29214800000000E-02
4.71743732479889E-01	-1.35856045000000E-02
4.76777745194696E-01	-1.41594798000000E-02
4.81801491960399E-01	-1.47358685000000E-02
4.86814782085417E-01	-1.54251169000000E-02
4.91817358787423E-01	-1.60264559000000E-02
4.96807981199463E-01	-1.64821647000000E-02
5.01786030216897E-01	-1.72733676000000E-02
5.06751420350501E-01	-1.80354094000000E-02
5.11703418300146E-01	-1.86972302000000E-02
5.16640765757517E-01	-1.93648031000000E-02
5.21563425157961E-01	-2.01954851000000E-02
5.26471312031853E-01	-2.09579061000000E-02
5.31363185951572E-01	-2.18706101000000E-02
5.36238315310815E-01	-2.27550336000000E-02
5.41096648127522E-01	-2.35605327000000E-02
5.45937666381512E-01	-2.43544083000000E-02
5.50760152797060E-01	-2.51399060000000E-02
5.55563856358387E-01	-2.57393837000000E-02
5.60348807447775E-01	-2.65952408000000E-02
5.65114030026921E-01	-2.74611109000000E-02
5.69858363654168E-01	-2.84120301000000E-02
5.74581886232396E-01	-2.93517620000000E-02
5.79284588575137E-01	-3.02678303000000E-02
5.83965148734241E-01	-3.11984123000000E-02
5.88622486997677E-01	-3.21062888000000E-02
5.93256542393865E-01	-3.30602896000000E-02
5.97866914848436E-01	-3.41209340000000E-02
6.02452248466489E-01	-3.50023678000000E-02
6.07011661623676E-01	-3.59130618000000E-02
6.11545056880542E-01	-3.67275683000000E-02
6.16051981738226E-01	-3.75454544000000E-02
6.20531173933142E-01	-3.84398197000000E-02
6.24981757050710E-01	-3.93068502000000E-02
6.29403750850268E-01	-4.02645270000000E-02
6.33796799819141E-01	-4.11586871000000E-02
6.38159723354947E-01	-4.20905114000000E-02
6.42491583464671E-01	-4.28364799000000E-02
6.46792377956817E-01	-4.36579339000000E-02
6.51061851827293E-01	-4.45209390000000E-02
